"Postcodes (PC4)";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Januari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Februari 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Maart 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|April 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Mei 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juni 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Juli 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Augustus 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|September 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|Oktober 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|November 2020";"Plug-in hybride  voertuigen (PHEV) totaal, geregistreerd bij eigenaar|December 2020"
"8051 Hattem";59;60;63;64;61;59;62;63;62;64;64;64
"8052 Koeweg/Molecaten";5;5;6;6;6;6;6;6;6;6;6;5
"8055 Laag Zuthem";1;1;1;1;1;1;1;1;1;1;1;1
"8061 Hasselt";20;20;20;20;19;19;20;20;20;24;25;26
"8064 Zwartsluis";25;25;25;25;25;25;26;26;25;26;25;25
"8066 Belt-Schutsloot";2;2;2;2;3;3;3;3;3;3;3;3
"8071 West";45;44;45;44;43;45;43;45;45;44;47;48
"8072 Oost/Zuid";20;19;19;20;21;20;22;23;25;27;26;24
"8075 Elspeet";23;24;25;26;26;25;27;28;29;30;31;32
"8076 Vierhouten";7;8;8;8;8;8;8;8;8;8;8;8
"8077 Hulshorst";13;13;14;13;12;13;13;13;13;15;15;16
"8079 Noordeinde";0;0;0;0;0;0;0;0;0;0;0;0
"8081 Elburg";25;27;30;30;31;33;36;39;38;38;42;43
"8082 Elburg";2;2;2;3;3;3;3;4;4;4;4;4
"8084 't Harde";16;16;18;19;20;20;23;26;26;28;29;31
"8085 Doornspijk";11;13;14;15;16;15;15;17;18;19;19;20
"8091 Wezep";27;27;27;27;30;30;32;34;35;38;40;43
"8094 Hattemerbroek";6;7;8;8;9;9;9;9;9;9;9;8
"8095 't Loo";6;5;5;5;5;7;8;9;10;10;10;11
"8096 Oldebroek";14;14;14;15;15;15;16;17;17;19;19;22
"8097 Oosterwolde";3;3;3;3;4;4;4;4;4;5;5;5
"8101 Hofstee/Hartkamp/Langkamp";11;11;11;12;13;13;13;14;14;15;14;15
"8102 Centrum/Blekkershoek/Olijkampen";35;35;35;35;35;36;37;35;37;37;37;36
"8103 Raan";21;24;25;28;28;29;29;31;30;29;28;32
"8105 Luttenberg";2;2;2;2;2;2;3;3;3;3;3;3
"8106 Marienheem";3;3;3;3;3;3;3;3;3;3;2;2
"8107 Broekland";4;4;4;5;5;5;5;5;5;6;6;6
"8111 Heeten";11;11;12;12;13;13;15;15;17;18;18;18
"8112 Nieuw Heeten";2;2;2;2;2;2;2;2;2;3;4;5
"8121 Olst";25;26;27;30;29;32;31;33;32;32;34;37
"8124 Wesepe";3;3;3;3;3;4;4;4;5;5;5;5
"8131 Wijhe";27;27;30;29;30;31;32;33;34;36;36;37
"8141 Heino";15;18;18;22;21;21;21;21;24;26;26;26
"8144 Lierderholthuis";3;3;3;3;3;3;3;3;3;3;3;3
"8146 Dalmsholte";0;0;0;0;0;0;0;0;0;0;0;0
"8147 Giethmen";0;0;0;0;0;0;0;0;0;0;0;0
"8148 Lemele";6;6;6;6;6;7;8;8;9;9;9;10
"8151 Lemelerveld (Oost)";4;4;5;5;6;6;7;7;8;8;8;6
"8152 Lemelerveld (West)";14;15;15;15;16;17;19;17;18;16;20;19
"8153 Lemelerveld (Zuid-Oost)";1;2;2;2;2;2;1;1;1;1;2;4
"8154 Lemelerveld (Zuid-West)";1;1;1;1;1;1;1;1;1;1;1;2
"8161 Oost/Noord";25;26;26;26;26;26;25;27;29;29;30;31
"8162 Centrum/Zuid";51;50;52;51;51;53;55;58;60;62;62;69
"8166 Emst";9;8;8;8;8;10;11;11;11;11;13;14
"8167 Oene";5;5;6;6;6;6;6;6;8;7;7;7
"8171 Vaassen";38;37;39;40;37;38;39;41;42;40;40;42
"8172 Vaassen-W";5;5;6;7;6;6;6;7;7;6;6;7
"8181 Heerde";52;56;58;57;59;60;62;63;63;66;68;66
"8191 Wapenveld";28;28;29;30;31;34;36;38;38;36;36;34
"8193 Vorchten";0;0;0;0;0;0;0;0;0;0;0;0
"8194 Veessen";3;4;5;5;5;6;6;6;6;6;6;6
"8196 Welsum";4;4;4;4;4;4;4;4;4;3;3;4
"8198 Marle";0;0;1;1;1;1;1;1;1;1;1;1
"8211 Landelijk gebied 1";13;14;14;14;13;13;13;13;13;13;13;12
"8212 Zuiderzeewijk-O";10;11;13;13;13;13;13;15;15;16;16;16
"8218 Landelijk gebied";10;10;10;10;10;9;10;10;10;10;10;10
"8219 Landelijk gebied 2";24;26;27;28;29;30;32;32;34;36;36;35
"8221 Meanderplein";0;0;0;0;0;0;0;0;0;0;0;0
"8222 Jagersveld";2;2;3;4;4;4;4;4;4;4;5;5
"8223 Zuiderzeewijk-N";4;4;4;5;5;6;6;6;7;7;8;8
"8224 Zuiderzeewijk-Z";9;10;10;11;12;13;14;15;16;16;19;20
"8225 Bos en Water-N";14;14;15;14;15;16;17;16;18;17;17;17
"8226 Bos en Water-Z";26;29;33;34;35;36;39;39;41;45;49;53
"8231 Schepenwijk-N";10;10;9;8;8;7;8;7;9;10;11;12
"8232 Schepenwijk-O";16;18;20;21;22;24;24;27;27;27;30;28
"8233 Grietenij";0;0;0;0;0;0;0;0;0;0;0;0
"8239 Landelijk gebied 1";11;13;14;13;12;11;13;13;9;10;9;8
"8241 Golfpark";24;25;25;27;28;29;29;29;29;30;31;33
"8242 Schepenwijk-W";20;21;23;23;24;26;30;31;33;33;34;37
"8243 Schepenwijk-Z";40;39;42;44;46;46;49;49;48;52;54;57
"8244 Haven";24;25;25;27;27;28;29;32;30;32;34;35
"8245 Landelijk gebied 1";29;31;31;33;33;36;40;41;42;44;47;52
"8251 Dronten";51;53;54;54;53;54;54;54;56;60;58;59
"8252 Kern dronten";16;16;17;19;19;18;20;20;19;21;24;25
"8253 Landelijk gebied Dronten";60;61;63;62;62;62;64;65;67;70;75;76
"8254 Kern Dronten";2;2;2;2;2;2;2;2;2;2;2;1
"8255 Swifterbant";19;19;20;21;22;22;24;26;26;27;29;31
"8256 Biddinghuizen";25;26;26;27;26;27;26;26;28;29;30;31
"8261 Binnenstad";14;17;17;18;18;19;20;21;22;24;25;25
"8262 Kampen";6;7;9;9;9;9;9;9;8;9;9;9
"8263 Industriegebied";29;29;27;27;27;26;26;25;26;26;25;24
"8264 Hagenbroek";2;2;2;3;3;3;5;5;5;6;6;6
"8265 Flevowijk/Cellesbroek";24;23;25;26;28;31;33;36;37;38;39;41
"8266 Zuid/Bovenbroek";21;22;23;22;22;23;24;27;29;32;31;32
"8267 Kampereiland/Mandjeswaard";3;3;3;3;3;3;3;3;3;3;4;4
"8271 IJsselmuiden";24;24;26;28;31;31;32;32;35;35;36;37
"8274 Wilsum";0;0;0;0;0;0;0;0;0;0;0;1
"8275 's-Heerenbroek";3;3;3;3;3;3;3;3;4;4;3;3
"8276 Zalk";4;4;4;4;4;4;4;3;3;3;3;3
"8277 Grafhorst";1;1;1;1;1;1;1;1;1;1;1;1
"8278 Kamperveen";5;5;5;5;5;5;5;5;5;5;5;5
"8281 Genemuiden";41;43;45;46;46;47;47;46;46;43;42;46
"8291 Mastenbroek (Zwartewaterland)";"";"";"";"";"";"";"";"";"";"";"";""
"8293 Mastenbroek (Kampen)";1;1;1;1;1;1;1;1;1;1;1;1
"8294 Zwollerkerspel";0;0;1;1;0;0;1;1;1;1;1;1
"8301 De Zuidert";2;2;2;2;2;2;2;3;3;4;4;4
"8302 Oost/De Erven";32;31;32;32;33;36;36;38;39;40;44;46
"8303 Espelervaart/Revelsant";13;15;14;14;15;16;18;18;19;20;21;22
"8304 De Zuidert/Nagelerweg";26;27;27;27;26;26;27;31;32;33;33;32
"8305 Industriegebied de Munt";6;5;5;5;5;6;6;6;6;7;7;7
"8307 Ens";17;18;18;19;19;19;19;19;20;20;21;21
"8308 Nagele";12;12;12;12;12;13;13;13;14;15;16;17
"8309 Tollebeek";10;10;11;12;12;12;12;13;15;15;15;16
"8311 Espel";5;5;6;6;7;7;8;8;8;8;8;9
"8312 Creil";6;6;7;7;7;7;7;7;7;8;9;10
"8313 Rutten";6;6;6;5;6;6;7;7;7;7;8;8
"8314 Bant";7;7;7;7;7;8;8;8;8;9;9;9
"8315 Luttelgeest";10;10;10;10;10;10;11;12;12;12;12;13
"8316 Marknesse";20;20;19;18;18;17;18;20;20;20;20;19
"8317 Kraggenburg";15;15;13;14;13;13;13;14;13;13;13;15
"8319 Schokland";"";"";"";"";"";"";"";"";"";"";"";""
"8321 Urk";68;67;68;69;70;70;70;70;74;74;77;76
"8322 De Staart";26;24;23;24;25;26;25;26;26;26;26;29
"8325 Vollenhove";12;14;13;13;13;13;14;15;16;18;18;18
"8326 St Jansklooster/Heetveld";7;7;7;7;7;8;9;10;9;9;10;12
"8331 Steenwijk";22;23;23;24;26;26;27;27;26;28;29;29
"8332 De Meenten";24;24;24;23;23;26;26;26;26;24;27;26
"8333 Steenwijk ZuidOost";0;0;0;0;0;0;0;0;0;0;0;0
"8334 Tuk";5;7;7;7;7;6;6;6;6;7;7;8
"8335 Witte Paarden";0;0;0;0;0;0;0;0;0;0;0;0
"8336 Baars";"";"";"";"";"";"";"";"";"";"";"";""
"8337 De Pol";0;0;0;0;0;0;0;0;0;0;0;0
"8338 Willemsoord";4;4;4;4;4;4;4;4;4;3;3;3
"8339 Maryenkampen";0;0;0;0;0;0;0;0;0;0;0;0
"8341 Steenwijkerwold";8;8;8;8;8;8;8;7;7;7;7;7
"8342 Basse";"";"";"";"";"";"";"";"";"";"";"";""
"8343 Zuidveen";7;7;8;8;8;8;9;9;9;9;9;9
"8344 Onna";1;1;2;2;2;2;3;3;3;3;3;3
"8345 Kallenkote";2;2;2;2;1;1;1;1;1;1;2;2
"8346 De Bult";2;2;1;2;2;2;2;2;2;2;2;2
"8347 Eesveen";2;2;2;2;2;2;2;3;3;3;3;3
"8351 Wapserveen";3;3;3;4;4;4;4;4;4;4;4;4
"8355 Giethoorn";17;16;16;16;16;17;18;19;20;20;20;20
"8356 Blokzijl";2;3;3;3;5;6;7;7;8;8;8;8
"8361 IJsselham/Oldemarkt";"";"";"";"";"";0;0;0;0;0;0;0
"8362 Nederland";"";"";"";"";"";"";"";"";0;0;0;0
"8363 Wetering";2;2;2;2;2;2;2;2;2;2;2;2
"8371 Scheerwolde";2;2;2;2;2;2;2;2;3;3;3;3
"8372 Baarlo";1;1;"";"";1;1;1;2;2;2;2;2
"8373 Blankenham";0;0;0;0;0;0;0;0;0;0;0;0
"8374 Kuinre";2;2;2;3;3;3;3;3;3;3;3;3
"8375 Oldemarkt";12;12;12;12;12;12;12;11;11;11;11;12
"8376 Ossenzijl";4;4;4;4;4;4;5;5;5;5;5;5
"8377 Kalenberg";2;2;3;3;3;3;4;4;3;3;3;3
"8378 Paasloo";2;2;2;2;2;2;3;3;3;3;3;3
"8381 Vledder";9;9;9;9;9;9;9;9;11;11;12;12
"8382 Frederiksoord";3;3;3;3;3;2;2;2;2;2;2;2
"8383 Nijensleek";4;4;3;3;4;4;4;3;3;3;3;3
"8384 Wilhelminaoord";0;0;1;1;1;1;1;1;1;1;1;1
"8385 Vledderveen";0;0;0;0;0;0;0;0;0;1;1;1
"8386 Doldersum";0;1;1;1;1;1;1;1;1;1;1;1
"8387 Boschoord";"";"";"";"";"";"";"";"";"";"";"";""
"8388 Oosterstreek";2;4;4;4;4;4;4;4;4;4;4;4
"8389 Zandhuizen";1;1;1;1;1;1;1;1;1;1;1;1
"8391 Noordwolde";11;11;11;11;11;12;11;11;10;10;10;10
"8392 Boijl";3;3;4;4;4;4;4;4;4;4;4;4
"8393 Vinkega";0;0;0;0;0;0;0;0;0;0;0;1
"8394 De Hoeve";0;0;0;0;0;0;0;0;0;0;0;0
"8395 Steggerda";2;3;3;3;3;3;3;3;4;4;4;4
"8396 Peperga";"";"";"";"";"";"";"";"";"";"";"";""
"8397 De Blesse";3;3;3;3;3;3;3;3;3;3;1;1
"8398 Blesdijke";2;2;2;3;4;4;4;4;5;6;6;6
"8401 Gorredijk";26;28;29;29;30;30;32;34;34;35;36;38
"8403 Jonkerslân";4;4;4;4;4;4;4;4;4;3;3;3
"8404 Langezwaag";3;3;3;3;3;3;3;3;3;3;3;3
"8405 Luxwoude";1;1;1;1;1;1;1;1;1;1;1;1
"8406 Tijnje";3;3;3;3;3;3;3;3;3;3;3;3
"8407 Terwispel";2;2;2;2;2;2;2;2;2;3;3;3
"8408 Lippenhuizen";3;3;3;3;4;4;4;4;5;6;6;7
"8409 Hemrik";4;5;5;5;5;5;6;6;6;6;6;6
"8411 Jubbega";3;3;3;3;3;2;3;4;4;5;5;5
"8412 Hoornsterzwaag";1;1;1;1;1;1;1;1;1;1;2;2
"8413 Oudehorne";3;4;3;3;3;4;5;6;6;7;7;7
"8414 Nieuwehorne";5;5;5;5;6;6;6;6;5;5;5;5
"8415 Bontebok";2;2;2;2;2;2;3;3;3;3;3;3
"8421 Oldeberkoop";7;7;7;7;7;7;7;8;7;7;7;7
"8422 Nijeberkoop";0;1;1;1;1;1;1;1;2;2;2;2
"8423 Makkinga";1;1;1;1;2;3;3;3;3;3;3;6
"8424 Elsloo";2;2;2;2;2;2;2;2;2;2;2;3
"8425 Langedijke";3;3;3;3;3;3;3;3;3;3;3;3
"8426 Appelscha";16;17;17;18;18;19;21;22;20;20;20;22
"8427 Ravenswoud";0;0;0;0;0;0;0;0;1;1;1;1
"8428 Fochteloo";1;1;1;1;1;1;1;1;1;1;1;1
"8431 Oosterwolde";18;18;20;21;22;23;24;24;23;23;26;27
"8432 Haule";4;4;4;4;4;4;5;5;5;5;5;5
"8433 Haulerwijk";12;12;12;12;13;13;14;14;16;16;16;15
"8434 Waskemeer";1;1;2;2;2;2;2;2;2;2;2;2
"8435 Donkerbroek";5;5;5;5;5;5;6;6;7;7;9;10
"8437 Zorgvlied";0;0;0;0;1;1;1;1;1;1;1;2
"8438 Wateren";"";"";"";"";"";"";"";"";"";0;0;0
"8439 Oude Willem";0;0;0;0;0;0;0;0;0;0;0;0
"8441 Heerenveen";20;22;22;16;16;14;11;11;10;10;11;12
"8442 Centrum";10;12;12;12;15;17;17;17;16;16;17;18
"8443 De Akkers";8;8;8;8;8;8;9;9;9;9;9;8
"8444 Oudeschoot";3;3;4;4;3;3;2;2;2;2;3;3
"8445 Zuid";23;23;23;23;22;22;23;24;24;24;24;25
"8446 Rijksstraatweg";9;9;10;10;10;11;14;14;15;18;18;18
"8447 Kanaal/Nijehaske/e.a.";23;24;24;22;22;22;23;24;26;24;23;27
"8448 Het Meer";32;33;33;33;34;34;37;35;35;36;37;39
"8449 Terband";0;0;0;0;0;0;0;0;0;0;0;0
"8451 Oudeschoot";7;7;7;7;7;7;8;8;9;10;10;9
"8452 Nieuweschoot";1;1;1;1;1;1;1;1;1;1;1;1
"8453 Oranjewoud";8;8;8;8;8;8;9;9;10;12;12;12
"8454 Mildam";5;5;5;5;5;5;5;6;6;6;6;6
"8455 Katlijk";1;1;2;2;2;2;2;2;2;2;2;1
"8456 De Knipe";5;5;5;5;5;5;5;5;5;5;6;6
"8457 Gersloot";3;3;3;3;3;3;3;3;3;3;3;3
"8458 Tjalleberd";1;1;1;1;1;1;1;1;2;2;2;2
"8459 Luinjeberd";2;2;1;1;1;0;0;0;0;1;2;2
"8461 Rottum";2;2;2;2;2;2;2;3;3;3;3;3
"8462 Rotstergaast";1;1;1;1;1;1;1;1;1;1;1;1
"8463 Rotsterhaule";1;1;1;1;1;1;1;1;1;2;2;3
"8464 Sintjohannesga";3;3;4;4;5;5;7;7;7;7;7;7
"8465 Oudehaske";13;14;15;14;14;12;12;12;12;12;14;13
"8466 Nijehaske";"";"";"";"";"";"";"";"";"";"";"";""
"8467 Vegelinsoord";0;0;0;0;0;0;0;0;0;0;0;0
"8468 Haskerdijken";4;4;4;4;4;4;4;4;4;4;4;4
"8469 Nieuwebrug";"";"";"";"";"";"";"";"";"";"";"";""
"8471 Wolvega";25;24;25;25;25;25;27;27;28;27;28;28
"8472 Wolvega";5;5;5;5;7;8;8;8;8;8;10;11
"8474 Oldeholtpade";2;2;2;2;3;3;3;5;6;6;6;5
"8475 Nijeholtpade";2;2;2;2;2;2;2;2;2;2;2;2
"8476 Ter Idzard";2;2;2;2;2;2;2;2;2;2;2;3
"8477 Oldeholtwolde";0;0;0;0;0;0;0;0;0;0;0;0
"8478 Sonnega";3;3;3;3;3;3;3;3;3;3;3;3
"8479 Oldetrijne";2;2;2;2;2;2;2;3;3;3;3;2
"8481 Nijetrijne";2;2;2;2;2;2;2;2;2;2;2;2
"8482 Spanga";1;1;1;1;1;1;1;1;1;1;1;1
"8483 Scherpenzeel";2;2;2;2;2;2;2;2;2;2;2;2
"8484 Langelille";0;0;0;0;0;0;0;0;0;0;0;0
"8485 Munnekeburen";2;2;2;2;3;3;3;2;2;3;3;3
"8486 Oldelamer";2;2;2;2;2;2;2;2;2;2;2;2
"8487 Nijelamer";0;0;0;0;0;0;0;0;0;0;0;0
"8488 Nijeholtwolde";1;1;1;1;1;1;1;1;1;2;2;2
"8489 Slijkenburg";0;0;0;0;0;0;0;0;0;0;0;0
"8491 Akkrum";10;8;8;9;10;10;11;11;10;10;11;11
"8493 Terherne";7;7;7;7;7;7;7;8;9;9;9;11
"8494 Nes";9;10;10;10;10;10;10;11;12;13;13;11
"8495 Aldeboarn";3;3;3;3;4;4;4;5;5;5;6;6
"8497 Goëngahuizen";0;0;0;0;0;0;0;0;0;0;0;0
"8501 Joure";21;23;23;23;23;25;25;24;27;27;27;27
"8502 Vrsp hzn Joure";11;11;12;15;16;16;17;18;22;22;22;22
"8503 Joure";1;1;1;1;1;1;1;1;1;1;1;1
"8505 Snikzwaag";1;2;2;2;2;1;1;1;1;1;1;1
"8506 Haskerhorne";1;1;2;2;2;2;2;2;2;2;3;3
"8507 Rohel";1;1;1;1;1;1;1;1;1;1;1;1
"8508 Delfstrahuizen";4;4;4;4;5;5;7;7;7;6;6;6
"8511 Goingarijp";"";"";"";"";"";0;0;0;0;0;1;1
"8512 Broek";1;1;1;1;1;1;1;1;1;2;2;2
"8513 Ouwsterhaule";"";0;0;0;0;0;0;0;0;0;0;0
"8514 Ouwster-Nijega";"";"";"";"";"";"";"";"";"";"";"";""
"8515 Oldeouwer";0;0;0;0;0;0;0;0;0;0;0;0
"8516 Doniaga";1;1;1;1;1;1;1;1;1;1;1;1
"8517 Scharsterbrug";0;0;0;0;0;0;0;0;1;1;1;1
"8521 Sint Nicolaasga";10;10;10;9;9;9;11;11;11;10;12;13
"8522 Tjerkgaast";2;2;2;2;2;2;1;1;1;1;1;1
"8523 Idskenhuizen";1;1;1;1;1;1;1;1;1;1;1;1
"8524 Teroele";"";"";"";"";1;1;1;1;1;1;1;1
"8525 Langweer";2;2;3;3;2;3;3;3;3;4;4;5
"8526 Boornzwaag";0;0;0;0;0;0;0;0;0;0;0;0
"8527 Legemeer";"";"";"";"";"";"";"";"";"";"";"";""
"8528 Dijken";1;1;1;1;1;1;1;1;1;1;1;1
"8529 Koufurderrige";0;0;0;0;0;0;0;0;0;0;0;0
"8531 Lemmer";28;31;32;33;33;32;34;34;33;36;36;34
"8532 Kleine brekken";12;12;12;13;13;15;15;15;15;16;17;17
"8534 Eesterga";"";1;1;1;1;1;1;1;1;1;1;1
"8535 Follega";0;0;0;0;0;0;0;0;0;0;0;0
"8536 Oosterzee";1;1;1;1;1;2;3;4;4;4;4;4
"8537 Echten";1;1;1;1;1;1;1;1;1;1;1;2
"8538 Bantega";0;0;0;0;0;0;0;0;0;1;1;1
"8539 Echtenerbrug";2;2;2;2;3;3;3;3;4;3;2;2
"8541 Akmarijp";"";"";"";"";"";"";"";"";"";"";"";""
"8542 Terkaple";2;3;3;3;3;3;3;3;3;4;4;4
"8551 Woudsend";3;2;3;3;3;3;4;5;5;6;6;8
"8552 Smallebrugge";"";"";"";"";"";"";"";"";"";"";"";""
"8553 Indijk";1;1;1;1;1;1;1;1;1;1;1;1
"8554 Ypecolsga";"";"";"";"";"";"";"";"";"";"";"";""
"8556 Sloten";1;1;1;1;1;1;1;1;2;2;2;2
"8561 Balk";7;7;7;8;9;11;11;13;15;15;15;15
"8563 Wijckel";1;1;1;1;1;1;1;1;1;1;1;2
"8564 Ruigahuizen";1;1;1;1;1;1;1;1;1;1;1;1
"8565 Sondel";1;1;1;1;1;1;1;1;1;1;1;1
"8566 Nijemirdum";3;3;3;3;3;4;4;4;4;4;5;6
"8567 Oudemirdum";3;3;3;3;3;4;4;4;4;4;4;4
"8571 Harich";5;5;5;5;5;5;5;5;5;5;5;5
"8572 Rijs";2;2;2;2;2;2;2;2;2;2;2;2
"8573 Mirns";"";"";"";"";"";"";"";"";"";"";"";""
"8574 Bakhuizen";0;0;0;1;3;4;5;5;6;6;6;8
"8581 Elahuizen";2;2;2;2;2;2;2;2;2;3;3;3
"8582 Oudega";0;0;0;0;0;0;0;0;0;0;0;0
"8583 Kolderwolde";"";"";"";"";"";"";"";"";"";"";"";1
"8584 Hemelum";1;1;1;1;1;2;2;2;2;2;2;3
"8601 Grachten/Hemdijk/Stationsbrt";27;27;27;27;29;29;27;27;28;25;28;31
"8602 Noorderhoek";9;9;9;9;10;12;12;13;13;13;13;13
"8603 Noordoosthoek/Zwetteplan/Bomenbrt";7;8;9;9;9;10;11;12;14;17;16;17
"8604 Stadsfenne/De Domp";17;17;18;20;20;23;24;27;27;30;30;34
"8605 Het Eiland/Leeuwarderweg";1;1;1;1;1;1;1;1;2;2;3;3
"8606 Sperkhem/Houkesloot";6;6;6;6;5;5;5;9;8;9;11;10
"8607 Lemmerweg-O/Duinterpen";16;16;17;17;20;20;24;25;26;27;28;30
"8608 Lemmerweg-W/Tinga";4;3;3;3;3;3;2;3;3;3;3;3
"8611 Gaastmeer";0;0;0;0;0;0;0;0;0;0;0;0
"8612 Idzega";"";"";"";"";"";"";"";"";"";"";"";""
"8613 Sandfirden";"";"";"";"";"";"";"";"";"";"";"";""
"8614 Oudega";0;0;0;0;0;0;0;0;0;0;0;2
"8615 Blauwhuis";1;1;1;1;1;1;1;1;1;1;1;1
"8616 Westhem";"";"";"";"";"";"";"";"";"";"";"";""
"8617 Abbega";1;1;1;1;1;1;1;1;1;1;1;1
"8618 Oosthem";3;3;3;4;4;4;4;4;4;3;3;4
"8621 Heeg";7;7;7;7;7;7;7;7;8;8;7;8
"8622 Hommerts";2;2;2;2;2;2;2;2;2;2;2;2
"8623 Jutrijp";2;2;2;2;2;2;2;2;2;2;2;2
"8624 Uitwellingerga";1;1;0;0;0;0;0;0;0;0;0;0
"8625 Oppenhuizen";6;6;6;6;6;6;6;6;7;7;7;9
"8626 Offingawier";0;0;0;0;0;0;0;0;0;0;0;0
"8627 Gauw";3;3;3;3;3;3;3;3;3;3;3;3
"8628 Goënga";0;0;0;0;0;0;0;0;0;0;0;0
"8629 Scharnegoutum";3;3;3;3;3;3;4;5;6;6;6;6
"8631 Loënga";2;2;2;2;2;2;2;2;2;2;2;2
"8632 Tirns";0;0;0;0;0;0;0;0;0;0;0;0
"8633 Ysbrechtum";2;2;2;2;2;3;3;3;3;3;4;4
"8635 Boazum";3;3;3;3;3;3;4;4;4;4;4;4
"8636 Britswert";"";"";"";"";"";"";"";"";"";"";"";""
"8637 Wiuwert";1;1;1;1;1;1;1;1;1;1;1;1
"8641 Rien";0;0;0;0;0;0;0;0;0;0;0;0
"8642 Lytsewierrum";1;1;1;1;2;2;2;2;2;1;1;1
"8644 Dearsum";"";"";"";"";1;1;1;1;1;1;1;1
"8647 Sibrandabuorren";3;3;4;4;4;4;4;4;4;4;4;4
"8651 IJlst";8;8;8;9;9;9;9;10;10;11;12;15
"8658 Greonterp";1;1;1;1;1;1;1;1;1;1;1;1
"8701 Bolsward";22;23;24;27;29;31;31;31;31;30;33;34
"8702 Bolsward";6;6;6;6;6;6;8;9;8;8;8;8
"8711 Workum";13;14;14;14;17;20;21;21;21;21;21;22
"8713 Hindeloopen";1;1;1;1;1;1;2;2;2;2;2;2
"8715 Stavoren";4;4;4;4;4;4;5;5;5;5;7;7
"8721 Warns";2;2;2;2;2;2;2;3;3;3;3;4
"8722 Molkwerum";"";"";0;0;0;1;1;1;1;1;1;1
"8723 Koudum";9;9;9;9;9;9;9;9;9;9;9;9
"8724 It Heidenskip";1;1;1;1;1;1;1;1;1;1;1;1
"8731 Wommels";10;10;10;10;10;10;10;11;10;10;11;12
"8732 Kûbaard";1;1;1;1;1;1;1;1;1;1;1;1
"8733 Iens";0;0;0;0;0;0;0;0;0;0;"";""
"8734 Easterein";3;3;3;3;3;3;3;3;3;3;3;3
"8735 Itens";1;1;1;1;1;1;1;1;1;1;1;1
"8736 Reahûs";1;1;1;1;1;1;1;1;1;1;1;0
"8737 Hidaard";0;0;0;0;0;0;0;0;0;0;0;0
"8741 Hartwerd";0;0;0;"";"";"";"";"";"";"";"";""
"8742 Burgwerd";0;0;0;0;0;0;0;0;0;0;0;0
"8743 Hichtum";"";"";"";"";"";"";"";"";"";"";"";""
"8744 Schettens";0;0;0;0;0;0;0;0;0;2;2;2
"8745 Longerhouw";"";"";"";"";"";"";"";"";"";"";"";""
"8746 Schraard";"";"";"";"";"";0;0;0;0;0;0;0
"8747 Wons";1;1;1;1;1;1;1;1;1;1;1;1
"8748 Witmarsum";3;3;3;4;4;4;4;4;3;3;3;3
"8749 Pingjum";2;2;2;2;2;2;2;2;2;3;3;3
"8751 Zurich";1;1;1;1;1;1;1;2;2;2;2;2
"8752 Kornwerderzand";"";"";"";"";"";"";"";"";"";"";"";""
"8753 Cornwerd";"";"";"";"";"";"";"";"";"";"";"";""
"8754 Makkum";11;11;12;12;12;11;11;11;12;12;12;12
"8755 Idsegahuizum";"";"";"";"";"";"";"";"";"";"";"";""
"8756 Piaam";1;1;1;1;1;1;1;1;1;1;1;1
"8757 Gaast";1;1;1;1;1;1;1;1;1;1;1;1
"8758 Allingawier";0;0;0;0;0;0;0;0;0;0;0;0
"8759 Exmorra";1;1;1;1;1;1;1;1;1;0;0;0
"8761 Ferwoude";0;0;0;0;0;0;0;0;0;0;0;0
"8762 Hieslum";0;0;0;0;0;0;0;0;0;0;0;0
"8763 Parrega";0;0;0;0;0;0;0;0;0;0;0;0
"8764 Dedgum";1;1;1;1;1;1;1;1;1;1;1;1
"8765 Tjerkwerd";4;4;4;4;4;4;4;4;4;4;4;3
"8766 Breezanddijk";"";"";"";"";"";"";"";"";"";"";"";""
"8771 Nijland";3;3;3;3;2;3;3;4;3;3;3;4
"8772 Tjalhuizum";"";"";"";"";"";"";"";"";"";"";0;0
"8773 Folsgare";4;4;4;4;4;4;5;5;5;5;5;4
"8774 Wolsum";"";"";"";"";"";"";"";"";"";"";"";""
"8775 Nijhuizum";"";"";"";"";"";"";"";"";"";"";"";""
"8801 Franeker-Z";27;26;27;28;29;29;30;30;31;33;33;35
"8802 Franeker-N";13;14;15;16;16;17;18;20;20;20;20;21
"8804 Tzum";2;2;2;2;3;3;3;4;4;5;6;6
"8805 Hitzum";1;1;1;1;1;1;1;1;1;1;1;1
"8806 Achlum";2;2;2;2;2;2;2;2;2;2;2;2
